state_id,a,b,r,U,L,new_blue,new_red,blue_target,blue_power,red_allowed,red_target,red_power,c0,c1,c2,c3,c4,lower_bound,upper_bound,status
q004,N,Bo,Ro,Bo Bo Bo,Ro R R,Bo,R,q004,0,1,q008,0,0,0,0,0,0,0,0,zero
q004,N,Bo,Ro,Bo Bo Bo,Ro R R,B,Ro,q012,0,1,q007,0,6078,27396,26232,-32706,-12312,22370310602997826683/15258789062500000000,220307397894866639177901/125000000000000000000000,positive
q004,N,Bo,Ro,Bo Bo Bo,Ro R R,B,R,q012,0,1,q008,0,6078,27396,26232,-32706,-12312,22370310602997826683/15258789062500000000,220307397894866639177901/125000000000000000000000,positive
q005,N,Bo,Ro,Bo Bo Bo,R Ro Ro,Bo,Ro,q005,0,1,q065,2,-2044,-9520,-9780,11696,4452,668615539161960487648633/250000000000000000000000,42440953768814782807/15258789062500000000,positive
q005,N,Bo,Ro,Bo Bo Bo,R Ro Ro,Bo,R,q005,0,1,q066,2,-1144,-5308,-5412,6500,2472,73028598726730951391669/125000000000000000000000,39283129341476320633/61035156250000000000,positive
q005,N,Bo,Ro,Bo Bo Bo,R Ro Ro,B,Ro,q013,0,1,q065,2,-900,-4212,-4368,5196,1980,104511668341699716973059/50000000000000000000000,26096137146756562119/12207031250000000000,positive
q005,N,Bo,Ro,Bo Bo Bo,R Ro Ro,B,R,q013,0,1,q066,2,0,0,0,0,0,0,0,zero
q006,N,Bo,Ro,Bo Bo Bo,R Ro R,Bo,Ro,q006,0,1,q067,2,0,0,0,0,0,0,0,zero
q006,N,Bo,Ro,Bo Bo Bo,R Ro R,Bo,R,q006,0,1,q068,2,0,0,0,0,0,0,0,zero
q006,N,Bo,Ro,Bo Bo Bo,R Ro R,B,Ro,q014,0,1,q067,2,-16,-24,-64,56,24,73368873661040917193123/125000000000000000000000,17929014592214895443/30517578125000000000,positive
q006,N,Bo,Ro,Bo Bo Bo,R Ro R,B,R,q014,0,1,q068,2,-16,-24,-64,56,24,73368873661040917193123/125000000000000000000000,17929014592214895443/30517578125000000000,positive
q007,N,Bo,Ro,Bo Bo Bo,R R Ro,Bo,Ro,q007,0,1,q069,2,1012,4672,4668,-5672,-2148,86058454924124162539/30517578125000000000,717910410513236267430983/250000000000000000000000,positive
q007,N,Bo,Ro,Bo Bo Bo,R R Ro,Bo,R,q007,0,1,q070,2,0,0,0,0,0,0,0,zero
q007,N,Bo,Ro,Bo Bo Bo,R R Ro,B,Ro,q015,0,1,q069,2,1698,7802,7688,-9418,-3558,595962771368482189801/122070312500000000000,2483890239606340518478061/500000000000000000000000,positive
q007,N,Bo,Ro,Bo Bo Bo,R R Ro,B,R,q015,0,1,q070,2,686,3130,3020,-3746,-1410,50345790334397107929/24414062500000000000,209613883715973596723219/100000000000000000000000,positive
q008,N,Bo,Ro,Bo Bo Bo,R R R,Bo,Ro,q008,0,1,q071,2,0,0,0,0,0,0,0,zero
q008,N,Bo,Ro,Bo Bo Bo,R R R,Bo,R,q008,0,1,q072,2,0,0,0,0,0,0,0,zero
q008,N,Bo,Ro,Bo Bo Bo,R R R,B,Ro,q016,0,1,q071,2,-3726,-16824,-16092,20070,7560,95386478870030528416749/25000000000000000000000,48796065358226341443/12207031250000000000,positive
q008,N,Bo,Ro,Bo Bo Bo,R R R,B,R,q016,0,1,q072,2,-3726,-16824,-16092,20070,7560,95386478870030528416749/25000000000000000000000,48796065358226341443/12207031250000000000,positive
q009,N,Bo,Ro,Bo Bo B,Ro Ro Ro,Bo,Ro,q017,0,1,q009,0,-180,-684,-960,996,396,203047867276943673373059/250000000000000000000000,50144761124361674619/61035156250000000000,positive
q009,N,Bo,Ro,Bo Bo B,Ro Ro Ro,Bo,R,q017,0,1,q010,0,0,0,0,0,0,0,0,zero
q009,N,Bo,Ro,Bo Bo B,Ro Ro Ro,B,Ro,q025,0,1,q009,0,-180,-684,-960,996,396,203047867276943673373059/250000000000000000000000,50144761124361674619/61035156250000000000,positive
q009,N,Bo,Ro,Bo Bo B,Ro Ro Ro,B,R,q025,0,1,q010,0,0,0,0,0,0,0,0,zero
q010,N,Bo,Ro,Bo Bo B,Ro Ro R,Bo,Ro,q018,0,1,q011,0,0,0,0,0,0,0,0,zero
q010,N,Bo,Ro,Bo Bo B,Ro Ro R,Bo,R,q018,0,1,q012,0,6078,27396,26232,-32706,-12312,22370310602997826683/15258789062500000000,220307397894866639177901/125000000000000000000000,positive
q010,N,Bo,Ro,Bo Bo B,Ro Ro R,B,Ro,q026,0,1,q011,0,38295,172959,164850,-206049,-77499,112031108523961677231/244140625000000000000,2325191304796624344053541/1000000000000000000000000,positive
q010,N,Bo,Ro,Bo Bo B,Ro Ro R,B,R,q026,0,1,q012,0,44373,200355,191082,-238755,-89811,469956078171926904159/244140625000000000000,4087650487955557457476749/1000000000000000000000000,positive
q011,N,Bo,Ro,Bo Bo B,Ro R Ro,Bo,Ro,q019,0,1,q013,0,-240,-1132,-1208,1416,540,62946175281025397338107/50000000000000000000000,15526277428464915237/12207031250000000000,positive
