state_id,a,b,r,U,L,new_blue,new_red,blue_target,blue_power,red_allowed,red_target,red_power,c0,c1,c2,c3,c4,lower_bound,upper_bound,status
q091,N,Bo,R,Bo B B,Ro R Ro,B,R,q123,0,1,q030,0,8853,39959,38010,-47579,-17871,898553605840354877299/244140625000000000000,4111167910609410320566289/1000000000000000000000000,positive
q092,N,Bo,R,Bo B B,Ro R R,Bo,Ro,q116,0,1,q031,0,0,0,0,0,0,0,0,zero
q092,N,Bo,R,Bo B B,Ro R R,Bo,R,q116,0,1,q032,0,24599,111149,105846,-132361,-49773,717384341188312923937/244140625000000000000,4137144400719286240896307/1000000000000000000000000,positive
q092,N,Bo,R,Bo B B,Ro R R,B,Ro,q124,0,1,q031,0,17356,78430,74694,-93398,-35124,379820860037413623553/122070312500000000000,989347183603433272228979/250000000000000000000000,positive
q092,N,Bo,R,Bo B B,Ro R R,B,R,q124,0,1,q032,0,41955,189579,180540,-225759,-84897,1477026061263140171043/244140625000000000000,8094533135133019329812223/1000000000000000000000000,positive
q093,N,Bo,R,Bo B B,R Ro Ro,Bo,Ro,q117,0,1,q089,1,0,0,0,0,0,0,0,zero
q093,N,Bo,R,Bo B B,R Ro Ro,Bo,R,q117,0,1,q090,1,-25833,-116703,-111204,139017,52281,1277175862781426000554521/1000000000000000000000000,619207221114622697661/244140625000000000000,positive
q093,N,Bo,R,Bo B B,R Ro Ro,B,Ro,q125,0,1,q089,1,1922,8696,8304,-10366,-3900,3815923140654444241/2441406250000000000,16569198555030714269401/10000000000000000000000,positive
q093,N,Bo,R,Bo B B,R Ro Ro,B,R,q125,0,1,q090,1,-23911,-108007,-102900,128651,48381,2934095718284497427494621/1000000000000000000000000,1000799535180067121761/244140625000000000000,positive
q094,N,Bo,R,Bo B B,R Ro R,Bo,Ro,q118,0,1,q091,1,0,0,0,0,0,0,0,zero
q094,N,Bo,R,Bo B B,R Ro R,Bo,R,q118,0,1,q092,1,25429,114893,109410,-136815,-51453,842843431248611413357/244140625000000000000,4691403658508768234747427/1000000000000000000000000,positive
q094,N,Bo,R,Bo B B,R Ro R,B,Ro,q126,0,1,q091,1,13548,61168,58202,-72822,-27378,76082118589907261679/30517578125000000000,1576241101024932357779751/500000000000000000000000,positive
q094,N,Bo,R,Bo B B,R Ro R,B,R,q126,0,1,q092,1,38977,176061,167612,-209637,-78831,1451500379967869506789/244140625000000000000,7843885860558632950306929/1000000000000000000000000,positive
q095,N,Bo,R,Bo B B,R R Ro,Bo,Ro,q119,0,1,q093,1,0,0,0,0,0,0,0,zero
q095,N,Bo,R,Bo B B,R R Ro,Bo,R,q119,0,1,q094,1,15653,70685,67294,-84179,-31641,323206901870093856429/244140625000000000000,2086090018178237914131719/1000000000000000000000000,positive
q095,N,Bo,R,Bo B B,R R Ro,B,Ro,q127,0,1,q093,1,-4544,-20570,-19650,24526,9228,623836663480641121011587/250000000000000000000000,331733585303654925709/122070312500000000000,positive
q095,N,Bo,R,Bo B B,R R Ro,B,R,q127,0,1,q094,1,11109,50115,47644,-59653,-22413,986674072477403707847/244140625000000000000,4581436672100802398178067/1000000000000000000000000,positive
q096,N,Bo,R,Bo B B,R R R,Bo,Ro,q120,0,1,q095,1,0,0,0,0,0,0,0,zero
q096,N,Bo,R,Bo B B,R R R,Bo,R,q120,0,1,q096,1,24599,111149,105846,-132361,-49773,717384341188312923937/244140625000000000000,4137144400719286240896307/1000000000000000000000000,positive
q096,N,Bo,R,Bo B B,R R R,B,Ro,q128,0,1,q095,1,8915,40259,38304,-47923,-18021,696599478398138948899/244140625000000000000,3287262569247562262910139/1000000000000000000000000,positive
q096,N,Bo,R,Bo B B,R R R,B,R,q128,0,1,q096,1,33514,151408,144150,-180284,-67794,353495954896612968209/61035156250000000000,3712203484983424251903223/500000000000000000000000,positive
q097,N,Bo,R,B Bo Bo,Ro Ro Ro,Bo,Ro,q321,2,1,q033,0,-2044,-9520,-9780,11696,4452,668615539161960487648633/250000000000000000000000,42440953768814782807/15258789062500000000,positive
q097,N,Bo,R,B Bo Bo,Ro Ro Ro,Bo,R,q321,2,1,q034,0,-900,-4212,-4368,5196,1980,104511668341699716973059/50000000000000000000000,26096137146756562119/12207031250000000000,positive
q097,N,Bo,R,B Bo Bo,Ro Ro Ro,B,Ro,q329,2,1,q033,0,-1144,-5308,-5412,6500,2472,73028598726730951391669/125000000000000000000000,39283129341476320633/61035156250000000000,positive
q097,N,Bo,R,B Bo Bo,Ro Ro Ro,B,R,q329,2,1,q034,0,0,0,0,0,0,0,0,zero
q098,N,Bo,R,B Bo Bo,Ro Ro R,Bo,Ro,q322,2,1,q035,0,-108,-516,-576,660,252,273165383344452667055583/250000000000000000000000,67061527424032929303/61035156250000000000,positive
q098,N,Bo,R,B Bo Bo,Ro Ro R,Bo,R,q322,2,1,q036,0,136,580,468,-644,-240,31651816763267883853/12207031250000000000,32483326379974467456877/12500000000000000000000,positive
q098,N,Bo,R,B Bo Bo,Ro Ro R,B,Ro,q330,2,1,q035,0,0,0,0,0,0,0,0,zero
q098,N,Bo,R,B Bo Bo,Ro Ro R,B,R,q330,2,1,q036,0,244,1096,1044,-1304,-492,45598778196153244981/30517578125000000000,376501144255036682081957/250000000000000000000000,positive
q099,N,Bo,R,B Bo Bo,Ro R Ro,Bo,Ro,q323,2,1,q037,0,-624,-2856,-2784,3432,1296,37093200711445422714321/62500000000000000000000,9531749234492145711/15258789062500000000,positive
q099,N,Bo,R,B Bo Bo,Ro R Ro,Bo,R,q323,2,1,q038,0,0,0,0,0,0,0,0,zero
q099,N,Bo,R,B Bo Bo,Ro R Ro,B,Ro,q331,2,1,q037,0,-624,-2856,-2784,3432,1296,37093200711445422714321/62500000000000000000000,9531749234492145711/15258789062500000000,positive
q099,N,Bo,R,B Bo Bo,Ro R Ro,B,R,q331,2,1,q038,0,0,0,0,0,0,0,0,zero
q100,N,Bo,R,B Bo Bo,Ro R R,Bo,Ro,q324,2,1,q039,0,0,0,0,0,0,0,0,zero
q100,N,Bo,R,B Bo Bo,Ro R R,Bo,R,q324,2,1,q040,0,-164,-740,-708,880,336,108475241941484222351861/62500000000000000000000,106421889414091431779/61035156250000000000,positive
q100,N,Bo,R,B Bo Bo,Ro R R,B,Ro,q332,2,1,q039,0,2778,12564,12012,-14970,-5652,64723132907190927861/30517578125000000000,564163347504541203539067/250000000000000000000000,positive
q100,N,Bo,R,B Bo Bo,Ro R R,B,R,q332,2,1,q040,0,2614,11824,11304,-14090,-5316,235868155228473287501/61035156250000000000,998064315270478092946511/250000000000000000000000,positive
q101,N,Bo,R,B Bo Bo,R Ro Ro,Bo,Ro,q325,2,1,q097,1,1360,6268,6192,-7568,-2868,47766034662608676623/61035156250000000000,212878459511001017843603/250000000000000000000000,positive
q101,N,Bo,R,B Bo Bo,R Ro Ro,Bo,R,q325,2,1,q098,1,536,2468,2436,-2980,-1128,6207043196725343983/61035156250000000000,16102388837142827423219/125000000000000000000000,positive
q101,N,Bo,R,B Bo Bo,R Ro Ro,B,Ro,q333,2,1,q097,1,824,3800,3756,-4588,-1740,259743696661770829/381469726562500000,36134736367343072599433/50000000000000000000000,positive
q101,N,Bo,R,B Bo Bo,R Ro Ro,B,R,q333,2,1,q098,1,0,0,0,0,0,0,0,zero
q102,N,Bo,R,B Bo Bo,R Ro R,Bo,Ro,q326,2,1,q099,1,0,0,0,0,0,0,0,zero
q102,N,Bo,R,B Bo Bo,R Ro R,Bo,R,q326,2,1,q100,1,-164,-740,-708,880,336,108475241941484222351861/62500000000000000000000,106421889414091431779/61035156250000000000,positive
q102,N,Bo,R,B Bo Bo,R Ro R,B,Ro,q334,2,1,q099,1,8,32,64,-56,-24,20748475642160104557/30517578125000000000,85055126338959082806877/125000000000000000000000,positive
q102,N,Bo,R,B Bo Bo,R Ro R,B,R,q334,2,1,q100,1,-156,-708,-644,824,312,302005610221927527510599/125000000000000000000000,147918840698411640893/61035156250000000000,positive
q103,N,Bo,R,B Bo Bo,R R Ro,Bo,Ro,q327,2,1,q101,1,-624,-2856,-2784,3432,1296,37093200711445422714321/62500000000000000000000,9531749234492145711/15258789062500000000,positive
q103,N,Bo,R,B Bo Bo,R R Ro,Bo,R,q327,2,1,q102,1,0,0,0,0,0,0,0,zero
q103,N,Bo,R,B Bo Bo,R R Ro,B,Ro,q335,2,1,q101,1,-1058,-4818,-4632,5762,2166,1315815486333441424717403/500000000000000000000000,327617921063345442423/122070312500000000000,positive
q103,N,Bo,R,B Bo Bo,R R Ro,B,R,q335,2,1,q102,1,-434,-1962,-1848,2330,870,203813976128375608600567/100000000000000000000000,50272785437481655347/24414062500000000000,positive
q104,N,Bo,R,B Bo Bo,R R R,Bo,Ro,q328,2,1,q103,1,0,0,0,0,0,0,0,zero
q104,N,Bo,R,B Bo Bo,R R R,Bo,R,q328,2,1,q104,1,-164,-740,-708,880,336,108475241941484222351861/62500000000000000000000,106421889414091431779/61035156250000000000,positive
q104,N,Bo,R,B Bo Bo,R R R,B,Ro,q336,2,1,q103,1,1534,6934,6644,-8266,-3126,386808857564968755447/122070312500000000000,1621890410459660180382917/500000000000000000000000,positive
q104,N,Bo,R,B Bo Bo,R R R,B,R,q336,2,1,q104,1,1370,6194,5936,-7386,-2790,119930527278630323801/24414062500000000000,497938469198306791839561/100000000000000000000000,positive
q105,N,Bo,R,B Bo B,Ro Ro Ro,Bo,Ro,q337,2,1,q041,0,0,0,0,0,0,0,0,zero
q105,N,Bo,R,B Bo B,Ro Ro Ro,Bo,R,q337,2,1,q042,0,-16,-24,-64,56,24,73368873661040917193123/125000000000000000000000,17929014592214895443/30517578125000000000,positive
q105,N,Bo,R,B Bo B,Ro Ro Ro,B,Ro,q345,2,1,q041,0,0,0,0,0,0,0,0,zero
q105,N,Bo,R,B Bo B,Ro Ro Ro,B,R,q345,2,1,q042,0,-16,-24,-64,56,24,73368873661040917193123/125000000000000000000000,17929014592214895443/30517578125000000000,positive
q106,N,Bo,R,B Bo B,Ro Ro R,Bo,Ro,q338,2,1,q043,0,0,0,0,0,0,0,0,zero
q106,N,Bo,R,B Bo B,Ro Ro R,Bo,R,q338,2,1,q044,0,2794,12600,11984,-14982,-5652,219429699168593996347/61035156250000000000,932740350099442302539067/250000000000000000000000,positive
q106,N,Bo,R,B Bo B,Ro Ro R,B,Ro,q346,2,1,q043,0,17427,78729,74994,-93777,-35253,387144921391856305557/244140625000000000000,2434963835544402223611627/1000000000000000000000000,positive
q106,N,Bo,R,B Bo B,Ro Ro R,B,R,q346,2,1,q044,0,20221,91329,86978,-108759,-40905,252972743613246458189/48828125000000000000,1233185047188434286753579/200000000000000000000000,positive
q107,N,Bo,R,B Bo B,Ro R Ro,Bo,Ro,q339,2,1,q045,0,0,0,0,0,0,0,0,zero
q107,N,Bo,R,B Bo B,Ro R Ro,Bo,R,q339,2,1,q046,0,-8,-40,-56,56,24,98467037437040917193123/125000000000000000000000,6014104656903821517/7629394531250000000,positive
q107,N,Bo,R,B Bo B,Ro R Ro,B,Ro,q347,2,1,q045,0,3756,16968,16172,-20192,-7620,15061482342582619057/6103515625000000000,132539068786827696273379/50000000000000000000000,positive
q107,N,Bo,R,B Bo B,Ro R Ro,B,R,q347,2,1,q046,0,3748,16928,16116,-20136,-7596,99363830340528381353/30517578125000000000,859629418808220315753141/250000000000000000000000,positive
q108,N,Bo,R,B Bo B,Ro R R,Bo,Ro,q340,2,1,q047,0,0,0,0,0,0,0,0,zero
q108,N,Bo,R,B Bo B,Ro R R,Bo,R,q340,2,1,q048,0,-1400,-6320,-6024,7504,2856,407145341146330680981637/125000000000000000000000,25370852307244916773/7629394531250000000,positive
q108,N,Bo,R,B Bo B,Ro R R,B,Ro,q348,2,1,q047,0,-13963,-63069,-60028,75131,28203,4390428231517046840549323/1000000000000000000000000,1237892766446680247143/244140625000000000000,positive
